id_,url,title,author,author_url,book_type,published_date,isbn_10,pages,original_price,disc_price,prod_det_dict
9780785170624,https://www.booktopia.com.au/ebook/9780785170624.html,Hulk,Greg Pak,https://www.booktopia.com.au/search?author=Greg+Pak,eBook , 30 July 2014, 0785170626,,$36.66,$22.99,"{'ISBN': ' 9780785170624', 'ISBN-10': ' 0785170626', 'Published': ' 30th July 2014', 'Format': ' ePUB', 'Language': ' English', 'Publisher': ' Marvel Entertainment'}"
9780994054463,https://www.booktopia.com.au/ebook/9780994054463.html,The Risk,Elle Kennedy,https://www.booktopia.com.au/search?author=Elle+Kennedy,eBook , 18 February 2019, 0994054467,,,$2.99,"{'ISBN': ' 9780994054463', 'ISBN-10': ' 0994054467', 'Series': ' Briar U   Book 2', 'Published': ' 18th February 2019', 'Format': ' ePUB', 'Language': ' English', 'Publisher': ' ?Elle Kennedy Inc.', 'Volume Number': ' 2'}"
9780241303566,https://www.booktopia.com.au/ebook/9780241303566.html,The 4 Pillar Plan,Dr Rangan Chatterjee,https://www.booktopia.com.au/search?author=Dr+Rangan+Chatterjee,eBook , 28 December 2017, 0241303567,272,,$19.99,"{'ISBN': ' 9780241303566', 'ISBN-10': ' 0241303567', 'Published': ' 28th December 2017', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 272', 'Audience': ' General Adult', 'Publisher': ' Penguin Books Ltd'}"
9780755357215,https://www.booktopia.com.au/ebook/9780755357215.html,Praetorian (Eagles of the Empire 11),Simon Scarrow,https://www.booktopia.com.au/search?author=Simon+Scarrow,eBook , 10 November 2011, 0755357213,340,,$12.99,"{'ISBN': ' 9780755357215', 'ISBN-10': ' 0755357213', 'Series': ' Eagles of the Empire   Book 97', 'Published': ' 10th November 2011', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 340', 'Audience': ' General Adult', 'Publisher': ' Headline', 'Volume Number': ' 97', 'Edition Type': ' Digital original'}"
9780241981849,https://www.booktopia.com.au/ebook/9780241981849.html,"Black Leopard, Red Wolf",Marlon James,https://www.booktopia.com.au/search?author=Marlon+James,eBook , 5 February 2019, 0241981840,640,,$15.99,"{'ISBN': ' 9780241981849', 'ISBN-10': ' 0241981840', 'Series': ' Dark Star Trilogy   Book 1', 'Published': ' 5th February 2019', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 640', 'Audience': ' General Adult', 'Publisher': ' Penguin Books Ltd', 'Volume Number': ' 1'}"
9781405530743,https://www.booktopia.com.au/ebook/9781405530743.html,Long Walk To Freedom,Nelson Mandela,https://www.booktopia.com.au/search?author=Nelson+Mandela,eBook , 25 April 2013, 140553074X,784,,$12.99,"{'ISBN': ' 9781405530743', 'ISBN-10': ' 140553074X', 'Published': ' 25th April 2013', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 784', 'Audience': ' General Adult', 'Publisher': ' Little, Brown Book Group', 'Edition Type': ' Digital original'}"
9781250229847,https://www.booktopia.com.au/ebook/9781250229847.html,Network Effect,Martha Wells,https://www.booktopia.com.au/search?author=Martha+Wells,eBook , 5 May 2020, 1250229847,,$19.50,$5.99,"{'ISBN': ' 9781250229847', 'ISBN-10': ' 1250229847', 'Series': ' The Murderbot Diaries   Book 5', 'Published': ' 5th May 2020', 'Format': ' ePUB', 'Language': ' English', 'Publisher': ' Tor Publishing Group', 'Volume Number': ' 5'}"
9781250313171,https://www.booktopia.com.au/ebook/9781250313171.html,Gideon the Ninth,Tamsyn Muir,https://www.booktopia.com.au/search?author=Tamsyn+Muir,eBook , 10 September 2019, 1250313171,,$18.47,$19.99,"{'ISBN': ' 9781250313171', 'ISBN-10': ' 1250313171', 'Series': ' The Locked Tomb Series   Book 1', 'Published': ' 10th September 2019', 'Format': ' ePUB', 'Language': ' English', 'Publisher': ' Tor Publishing Group', 'Volume Number': ' 1'}"
9780141909455,https://www.booktopia.com.au/ebook/9780141909455.html,Sniper One,Dan Mills,https://www.booktopia.com.au/search?author=Dan+Mills,eBook , 15 May 2008, 0141909455,384,,$14.99,"{'ISBN': ' 9780141909455', 'ISBN-10': ' 0141909455', 'Published': ' 15th May 2008', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 384', 'Audience': ' General Adult', 'Publisher': ' Penguin Books Ltd'}"
9780141339214,https://www.booktopia.com.au/ebook/9780141339214.html,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,https://www.booktopia.com.au/search?author=Rick+Riordan,eBook , 8 October 2013, 0141339217,560,,$9.99,"{'ISBN': ' 9780141339214', 'ISBN-10': ' 0141339217', 'Series': ' Heroes of Olympus   Book 4', 'Published': ' 8th October 2013', 'Format': ' ePUB', 'Language': ' English', 'Number of Pages': ' 560', 'Audience': ' Children', 'For Ages': ' 9 - 12 years old', 'Publisher': ' Penguin Books Ltd', 'Volume Number': ' 4'}"
